#Supplementary Table 1 Summary of protein groups measured in at least one sample of the Genes & Health cohort
#.ref - indicates protein and precursor (pre.) data obtained including all possible peptides; .mac5 - excluding variant peptides with evidence that respective protein altering variants exist in the Genes & Health population down to a minor allele count (MAC) of 5; sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Olink ID - best correlating olink target; spear.olink = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
prot.id,protein_group_id,uniprotswissprot,chromosome,start_position,end_position,ensembl_gene_id,hgnc_symbol,num.pre.well1.ref,num.pre.well2.ref,missing.per.ref,mean.l2.ref,sd.l2.ref,num.pre.well1.mac5,num.pre.well2.mac5,cv.mac5,mean.cv.mac5,sd.cv.mac5,n.mac5,missing.per.mac5,mean.l2.mac5,sd.l2.mac5,median.l2.mac5,min.l2.mac5,max.l2.mac5,p.dip.mac5,faction.outlier.mac5,cis.pQTL,med.pred,p25.pred,p75.pred,Olink ID,spear.olink,SomaLogic ID,spear.soma,correlation.cluster,cell type contamination marker
prot.4164,Q7Z2W9,Q7Z2W9,11,68891276,68903835,ENSG00000197345,MRPL21,7,5,8.56,13.19,0.57,7,5,38.02,13.08,0.62,22.00,8.56,13.19,0.57,13.24,10.90,15.81,0.99,0.00,FALSE,0.06,0.06,0.06,,,seq.8942.2,-0.05,,
prot.4165,Q7Z2Z2,Q7Z2Z2,15,82130206,82262773,ENSG00000140598,EFL1,30,30,0.63,12.63,0.45,24,24,18.13,12.49,0.26,22.00,0.77,12.68,0.46,12.73,9.49,14.42,1.00,0.01,FALSE,0.47,0.46,0.48,,,seq.32096.15,0.65,,
prot.4166,Q7Z304,Q7Z304,9,70043848,70226972,ENSG00000165072,MAMDC2,25,26,0.00,12.68,0.43,20,21,17.93,12.38,0.26,22.00,0.00,12.73,0.42,12.72,10.90,14.93,0.95,0.01,FALSE,0.45,0.44,0.45,MAMDC2_44764,0.49,seq.6119.14,-0.09,,
prot.4167,Q7Z392,Q7Z392,4,183659267,183713594,ENSG00000168538,TRAPPC11,39,38,0.35,12.64,0.50,36,35,20.08,12.47,0.29,22.00,0.35,12.62,0.49,12.64,9.27,14.43,0.99,0.01,FALSE,0.27,0.26,0.28,,,,,,
prot.4168,Q7Z3C6,Q7Z3C6,2,219219380,219229717,ENSG00000198925,ATG9A,32,31,0.63,12.73,0.49,32,31,20.08,12.58,0.29,22.00,0.63,12.73,0.49,12.76,9.79,14.56,1.00,0.01,FALSE,0.29,0.28,0.30,,,,,,
prot.4169,Q7Z3D4,Q7Z3D4,5,90515611,90529584,ENSG00000176018,LYSMD3,10,10,3.69,12.16,0.58,10,10,37.03,12.40,0.43,22.00,3.69,12.16,0.58,12.18,9.25,14.70,0.99,0.00,FALSE,0.18,0.18,0.19,LYSMD3_42721,0.20,seq.10563.13,-0.09,,
prot.417,A0A7P0TA85;P35613;P35613-2,P35613,19,571277,583494,ENSG00000172270,BSG,12,12,0.00,15.38,0.54,10,10,19.72,15.48,0.27,22.00,0.00,15.68,0.54,15.71,12.59,17.58,0.99,0.01,FALSE,0.32,0.31,0.32,BSG_43427,0.04,seq.3585.54,-0.06,1,
prot.4170,Q7Z3D6-2,Q7Z3D6,14,91060333,91225632,ENSG00000133943,DGLUCY,20,20,2.64,12.99,0.65,16,16,39.00,12.72,0.49,22.00,3.13,13.18,0.63,13.24,9.92,15.02,0.99,0.01,TRUE,0.26,0.26,0.27,,,seq.31889.20,0.29,,
prot.4171,Q7Z3U7-5,Q7Z3U7,12,62466817,62600476,ENSG00000061987,MON2,33,32,1.11,12.15,0.52,31,30,24.53,11.89,0.35,22.00,1.11,12.12,0.52,12.17,9.38,14.14,1.00,0.01,FALSE,0.18,0.18,0.19,MON2_41485,0.11,,,,
prot.4172,Q7Z3V4,Q7Z3V4,12,109477402,109536705,ENSG00000151148,UBE3B,13,13,0.63,12.60,0.44,12,12,24.46,12.44,0.35,22.00,0.63,12.60,0.44,12.62,10.33,15.06,0.80,0.00,FALSE,0.22,0.21,0.23,,,,,,
prot.4173,Q7Z3Y8,Q7Z3Y8,17,40776808,40782550,ENSG00000171446,KRT27,16,15,74.32,12.80,1.07,9,9,44.05,12.66,0.58,4.00,76.83,12.84,1.03,12.86,8.71,15.43,0.95,0.00,FALSE,0.11,0.10,0.12,,,,,,
prot.4174,Q7Z401,Q7Z401,15,65658046,65792293,ENSG00000174485,DENND4A,55,55,0.42,12.64,0.43,54,54,14.51,12.49,0.20,22.00,0.42,12.54,0.42,12.56,9.12,14.28,0.81,0.01,FALSE,0.31,0.30,0.32,,,,,,
prot.4175,Q7Z403,Q7Z403,17,78107397,78132407,ENSG00000141524,TMC6,6,6,3.27,12.51,0.52,5,5,33.60,12.14,0.50,21.00,4.04,12.44,0.55,12.47,8.50,14.65,0.80,0.01,TRUE,0.19,0.19,0.20,,,,,,
prot.4176,Q7Z406,Q7Z406,19,50188186,50310542,ENSG00000105357,MYH14,43,40,0.07,14.31,0.65,39,37,38.05,14.12,0.52,22.00,0.63,14.16,0.65,14.19,11.29,16.28,0.99,0.00,FALSE,0.11,0.10,0.12,,,seq.35399.10,-0.08,,
prot.4177,Q7Z407,Q7Z407,8,112222928,113436939,ENSG00000164796,CSMD3,1,1,47.81,14.42,0.52,1,1,24.65,14.83,0.41,13.00,47.81,14.42,0.52,14.47,12.37,16.03,0.48,0.00,FALSE,0.03,0.03,0.04,,,seq.27861.34,0.01,,
prot.4178,Q7Z422;Q7Z422-2;Q7Z422-4;Q7Z422-5,Q7Z422,1,16352575,16398145,ENSG00000055070,SZRD1,5,5,5.78,12.58,0.53,5,5,29.29,12.37,0.46,19.00,5.78,12.58,0.53,12.63,9.25,14.20,0.99,0.01,FALSE,0.18,0.17,0.19,,,seq.27117.12,0.16,,
prot.4179,Q7Z434,Q7Z434,20,3846799,3876123,ENSG00000088888,MAVS,19,19,0.21,14.38,0.69,15,15,23.28,14.29,0.32,22.00,0.21,14.47,0.68,14.51,10.09,17.39,1.00,0.01,FALSE,0.39,0.39,0.39,MAVS_42743,0.40,seq.26104.19,0.48,1,
prot.418,A0A7P0TAC5,P42858,4,3041363,3243957,ENSG00000197386,HTT,116,113,0.14,12.93,0.48,108,105,17.43,12.69,0.24,22.00,0.14,12.84,0.52,12.86,8.33,14.88,0.99,0.01,FALSE,0.30,0.29,0.31,,,,,1,
prot.4180,Q7Z460-4,Q7Z460,2,121337776,121649476,ENSG00000074054,CLASP1,58,58,0.35,12.81,0.49,57,57,17.21,12.70,0.24,22.00,0.35,12.80,0.49,12.82,8.75,14.99,0.93,0.01,FALSE,0.40,0.38,0.40,CLASP1_42295,0.43,seq.32099.30,0.09,1,
prot.4181,Q7Z478,Q7Z478,5,55256055,55307694,ENSG00000067248,DHX29,72,72,0.00,13.37,0.57,71,71,20.70,13.32,0.29,22.00,0.00,13.38,0.58,13.40,9.89,16.04,0.99,0.01,FALSE,0.58,0.57,0.58,,,seq.30773.37,0.80,1,
prot.4182,Q7Z4G1,Q7Z4G1,13,75525214,75549439,ENSG00000188243,COMMD6,5,5,2.64,12.79,0.57,5,5,34.18,12.61,0.51,22.00,2.64,12.79,0.57,12.83,9.92,15.23,0.99,0.00,FALSE,0.12,0.12,0.13,,,seq.20396.70,-0.02,,
prot.4183,Q7Z4H3,Q7Z4H3,6,125219962,125302078,ENSG00000111906,HDDC2,14,14,11.76,12.26,0.55,12,12,25.72,12.20,0.36,20.00,11.90,12.28,0.55,12.29,9.88,15.84,0.99,0.00,FALSE,0.16,0.16,0.17,HDDC2_43795,0.06,,,,
prot.4184,Q7Z4H8,Q7Z4H8,11,108472112,108498405,ENSG00000178202,POGLUT3,6,6,32.64,11.65,0.62,5,5,42.10,11.29,0.62,8.00,46.07,11.41,0.66,11.43,8.93,14.71,0.52,0.00,FALSE,0.18,0.18,0.18,,,seq.8296.117,0.24,,
prot.4185,Q7Z4R8,Q7Z4R8,6,169702126,169706360,ENSG00000185127,C6orf120,1,1,1.67,14.23,0.37,1,1,29.59,13.82,0.49,22.00,1.67,14.23,0.37,14.27,12.51,15.57,0.99,0.00,FALSE,0.14,0.13,0.15,,,,,,
prot.4186,Q7Z4T8,Q7Z4T8,7,151956379,152019929,ENSG00000106648,GALNTL5,1,1,42.80,12.62,0.64,1,1,48.47,12.30,0.87,9.00,42.80,12.62,0.64,12.62,9.84,14.58,0.99,0.00,FALSE,0.10,0.09,0.10,,,,,,
prot.4187,Q7Z4V5-2,Q7Z4V5,19,4472297,4502208,ENSG00000167674,HDGFL2,3,3,12.53,12.07,0.54,3,3,40.02,11.82,0.62,19.00,12.53,12.07,0.54,12.10,9.64,13.82,0.99,0.00,FALSE,0.19,0.19,0.20,HDGFL2_43797,0.25,seq.4553.65,0.11,,
prot.4188,Q7Z4W1,Q7Z4W1,17,82035136,82037709,ENSG00000169738,DCXR,16,15,0.00,14.06,0.53,15,15,17.65,14.22,0.25,22.00,0.00,14.06,0.53,14.08,10.95,16.05,0.79,0.01,FALSE,0.40,0.39,0.40,DCXR_44597,0.31,seq.17758.79,0.35,,
prot.4189,Q7Z569,Q7Z569,12,111642146,111685956,ENSG00000089234,BRAP,12,12,4.04,12.32,0.41,12,12,24.16,12.27,0.35,22.00,4.04,12.32,0.41,12.36,10.12,13.63,0.95,0.00,FALSE,0.23,0.23,0.23,BRAP_43423,0.27,,,,
prot.419,A0A7P0TAE9,P27824,5,179678628,179731641,ENSG00000127022,CANX,64,63,0.00,15.61,0.53,59,58,20.76,15.45,0.27,22.00,0.00,15.68,0.53,15.68,12.26,17.84,0.99,0.01,FALSE,0.40,0.38,0.41,,,,,1,
prot.4190,Q7Z589-4,Q7Z589,11,76444923,76553031,ENSG00000158636,EMSY,2,2,6.40,14.13,0.47,2,2,20.71,14.11,0.30,19.00,6.40,14.13,0.47,14.16,12.22,15.96,1.00,0.00,FALSE,0.11,0.10,0.12,,,,,,
prot.4191,Q7Z5G4,Q7Z5G4,8,41488200,41511095,ENSG00000147533,GOLGA7,7,7,1.11,13.29,0.45,7,7,19.96,13.15,0.27,22.00,1.11,13.29,0.45,13.31,10.21,14.73,0.99,0.00,FALSE,0.09,0.09,0.10,,,seq.19174.141,-0.09,,
prot.4192,Q7Z5L0,Q7Z5L0,17,4785285,4786433,ENSG00000182853,VMO1,5,5,0.49,14.48,0.71,3,3,14.83,14.36,0.21,22.00,0.49,14.39,0.71,14.46,11.50,16.60,0.99,0.00,TRUE,0.55,0.54,0.56,VMO1_44393,0.62,seq.29568.12,0.06,,
prot.4193,Q7Z5L7-2;Q7Z5L7-3,Q7Z5L7,1,53062052,53085501,ENSG00000174348,PODN,14,14,0.90,13.10,0.45,14,14,15.20,12.58,0.21,22.00,0.90,13.10,0.45,13.12,9.62,15.09,0.98,0.00,FALSE,0.31,0.30,0.32,,,,,,
prot.4194,Q7Z5R6,Q7Z5R6,10,26438341,26567803,ENSG00000077420,APBB1IP,18,18,0.07,12.85,0.36,16,16,15.16,12.84,0.22,22.00,0.07,12.86,0.35,12.86,11.31,14.54,0.83,0.00,FALSE,0.48,0.48,0.49,APBB1IP_43372,0.55,seq.21949.4,0.62,,
prot.4195,Q7Z5U6,Q7Z5U6,3,196554177,196568674,ENSG00000185798,WDR53,11,11,20.95,16.25,0.70,11,11,33.80,16.20,0.43,13.00,20.95,16.25,0.70,16.32,12.43,18.56,0.98,0.01,FALSE,0.10,0.09,0.10,WDR53_42022,0.00,,,,
prot.4196,Q7Z5Y7,Q7Z5Y7,6,36442767,36491143,ENSG00000112078,KCTD20,3,2,83.30,11.59,0.65,3,2,45.04,11.67,0.65,3.00,83.30,11.59,0.65,11.61,9.68,13.44,0.89,0.00,FALSE,0.05,0.04,0.05,KCTD20_40331,-0.01,,,,
prot.4197,Q7Z698,Q7Z698,2,65310851,65432637,ENSG00000198369,SPRED2,2,2,53.51,12.53,0.61,1,1,38.55,12.47,0.70,7.00,63.74,12.49,0.59,12.50,10.20,14.51,0.98,0.00,FALSE,0.08,0.08,0.09,SPRED2_43125,0.06,seq.35349.42,0.01,,
prot.4198,Q7Z6B0,Q7Z6B0,12,28133249,28581511,ENSG00000123106,CCDC91,11,11,1.46,12.44,0.58,10,10,24.35,12.33,0.33,22.00,1.46,12.46,0.58,12.50,9.52,14.21,1.00,0.00,FALSE,0.20,0.19,0.21,CCDC91_40959,0.16,seq.27239.218,0.00,,
prot.4199,Q7Z6B7,Q7Z6B7,12,63843761,64162217,ENSG00000196935,SRGAP1,3,3,26.44,12.81,0.65,3,3,40.23,12.59,0.56,19.00,26.44,12.81,0.65,12.85,9.85,14.40,0.97,0.00,FALSE,0.09,0.08,0.09,,,,,,
prot.42,A0A087WY55;Q9NP79,Q9NP79,6,142147162,142224685,ENSG00000009844,VTA1,14,12,0.00,14.84,0.44,14,12,12.99,14.62,0.18,22.00,0.00,14.84,0.44,14.85,12.49,16.37,0.98,0.00,FALSE,0.52,0.51,0.52,VTA1_45016,0.73,seq.4209.60,0.79,1,
prot.420,A0A7P0TAN7;A0A7P0Z4P5,P08195,11,62856004,62888880,ENSG00000168003,SLC3A2,18,18,0.00,13.27,0.45,15,15,18.66,13.40,0.25,22.00,0.00,13.11,0.45,13.11,10.70,14.55,0.99,0.00,FALSE,0.31,0.30,0.31,,,,,,
prot.4200,Q7Z6L1,Q7Z6L1,7,98214624,98252232,ENSG00000205356,TECPR1,18,18,1.25,12.38,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TECPR1_40650,,,,,
prot.4201,Q7Z6P3,Q7Z6P3,6,36697826,36733184,ENSG00000255587,RAB44,10,10,39.11,13.83,0.51,6,6,28.22,14.17,0.55,12.00,39.87,13.92,0.49,13.93,12.09,15.43,0.99,0.00,FALSE,0.05,0.04,0.05,RAB44_42977,-0.02,,,,
prot.4202,Q7Z6V5,Q7Z6V5,6,143422832,143450695,ENSG00000189007,ADAT2,2,2,15.24,12.87,0.61,2,2,62.52,12.74,0.71,21.00,15.24,12.87,0.61,12.92,10.08,15.08,0.90,0.01,FALSE,0.13,0.12,0.13,,,seq.20955.20,0.08,,
prot.4203,Q7Z6Z7;Q7Z6Z7-3,Q7Z6Z7,X,53532096,53686752,ENSG00000086758,HUWE1,230,230,0.00,13.23,0.44,230,230,13.75,13.07,0.19,22.00,0.00,13.23,0.44,13.24,10.54,14.89,0.95,0.00,FALSE,0.27,0.26,0.28,,,,,1,
prot.4204,Q7Z794,Q7Z794,12,52689626,52703524,ENSG00000189182,KRT77,30,30,45.16,12.77,1.22,25,25,106.41,12.93,1.20,14.00,49.97,12.87,1.21,12.75,9.55,18.82,0.98,0.01,FALSE,0.08,0.08,0.09,,,,,,
prot.4205,Q7Z7A1,Q7Z7A1,9,121074660,121177729,ENSG00000119397,CNTRL,3,3,50.10,13.99,0.68,3,3,30.64,13.78,0.45,13.00,50.10,13.99,0.68,14.05,9.93,15.62,0.80,0.01,FALSE,0.08,0.07,0.08,CNTRL_42311,0.04,seq.35162.19,0.08,,
prot.4206,Q7Z7A4;W5RWE6,Q7Z7A4,3,58332880,58426127,ENSG00000168297,PXK,13,13,0.14,12.55,0.58,10,10,18.12,12.85,0.28,22.00,0.14,12.97,0.54,13.00,10.45,14.73,0.90,0.00,TRUE,0.51,0.50,0.51,,,seq.30568.3,0.65,,
prot.4207,Q7Z7E8,Q7Z7E8,1,154548577,154559028,ENSG00000160714,UBE2Q1,10,10,0.35,13.37,0.53,10,10,19.34,13.30,0.27,22.00,0.35,13.37,0.53,13.40,10.79,15.65,1.00,0.01,FALSE,0.51,0.50,0.52,,,seq.21727.15,0.66,1,
prot.4208,Q7Z7F7,Q7Z7F7,1,228106679,228109312,ENSG00000162910,MRPL55,4,4,7.45,12.90,0.57,4,4,27.46,12.73,0.41,20.00,7.45,12.90,0.57,12.95,9.59,14.60,0.99,0.00,FALSE,0.36,0.35,0.36,,,seq.11135.5,0.47,,
prot.4209,Q7Z7H5,Q7Z7H5,7,44577894,44582287,ENSG00000158604,TMED4,13,13,0.07,14.50,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TMED4_43200,,seq.9319.59,,,
prot.421,A0A7P0TAQ9,Q8IXB1,2,182716255,182794464,ENSG00000077232,DNAJC10,19,19,0.14,13.04,0.40,15,15,16.54,12.88,0.24,22.00,0.14,13.07,0.40,13.10,11.11,14.52,0.99,0.00,FALSE,0.37,0.36,0.38,,,,,,
prot.4210,Q7Z7H8,Q7Z7H8,17,47823272,47831541,ENSG00000159111,MRPL10,3,3,23.80,12.55,0.65,3,3,42.76,12.17,0.56,17.00,23.80,12.55,0.65,12.59,10.48,14.91,1.00,0.00,FALSE,0.27,0.27,0.28,,,seq.22554.101,0.45,,
prot.4211,Q7Z7N9,Q7Z7N9,11,62787402,62790400,ENSG00000185475,TMEM179B,1,1,2.57,14.12,0.55,1,1,29.48,13.99,0.43,22.00,2.57,14.12,0.55,14.17,11.36,15.74,0.99,0.01,FALSE,0.11,0.11,0.12,,,,,,
prot.4212,Q86SF2,Q86SF2,4,173168811,173323967,ENSG00000109586,GALNT7,14,14,3.55,12.53,0.47,14,14,21.41,12.17,0.33,22.00,3.55,12.53,0.47,12.55,9.62,14.19,0.99,0.00,FALSE,0.10,0.10,0.10,GALNT7_43738,-0.01,,,,
prot.4213,Q86SJ6,Q86SJ6,18,31376777,31414912,ENSG00000175065,DSG4,4,4,58.39,14.19,0.67,4,4,33.73,14.29,0.47,10.00,58.39,14.19,0.67,14.22,10.73,16.57,0.66,0.00,FALSE,0.04,0.04,0.05,DSG4_43638,-0.01,seq.22568.7,0.02,,
prot.4214,Q86SQ4,Q86SQ4,6,142301854,142446266,ENSG00000112414,ADGRG6,5,5,1.95,12.20,0.44,3,3,27.18,12.69,0.41,20.00,7.38,12.40,0.49,12.43,9.80,14.59,0.99,0.00,FALSE,0.17,0.16,0.18,,,,,,
prot.4215,Q86SQ7,Q86SQ7,1,243256034,243500091,ENSG00000054282,SDCCAG8,1,1,36.12,16.05,0.42,1,1,15.07,15.70,0.22,17.00,36.12,16.05,0.42,16.07,14.26,17.25,0.98,0.00,FALSE,0.03,0.03,0.04,SDCCAG8_44219,-0.23,seq.32101.110,0.02,,
prot.4216,Q86SR1,Q86SR1,5,154190730,154420984,ENSG00000164574,GALNT10,12,12,1.04,12.85,0.46,12,12,19.23,12.89,0.30,22.00,1.04,12.85,0.46,12.89,10.51,14.45,0.99,0.00,FALSE,0.18,0.18,0.19,GALNT10_43736,0.15,seq.7003.4,-0.13,,
prot.4217,Q86SX6,Q86SX6,14,95533503,95544724,ENSG00000182512,GLRX5,6,6,1.53,13.57,0.57,3,3,18.10,13.77,0.27,18.00,11.83,13.92,0.46,13.97,11.20,15.23,0.99,0.01,FALSE,0.32,0.31,0.32,GLRX5_44686,0.42,seq.16597.11,-0.04,,
prot.4218,Q86SZ2,Q86SZ2,14,39147811,39170532,ENSG00000182400,TRAPPC6B,9,9,1.25,12.78,0.47,9,9,18.59,12.67,0.26,22.00,1.25,12.78,0.47,12.82,9.66,14.47,0.99,0.00,FALSE,0.31,0.30,0.32,,,seq.22812.4,0.36,,
prot.4219,Q86T03;Q86T03-2,Q86T03,14,20457681,20461465,ENSG00000165782,PIP4P1,5,5,0.49,14.00,0.55,5,5,18.89,13.79,0.27,22.00,0.49,14.00,0.55,14.04,10.17,15.74,0.99,0.01,FALSE,0.13,0.12,0.14,,,seq.34947.80,0.01,,
prot.422,A0A7P0TAR1,P43155,9,129094142,129111189,ENSG00000095321,CRAT,33,32,0.07,13.43,0.59,28,27,19.76,13.08,0.29,22.00,0.14,13.42,0.61,13.45,8.02,15.67,0.99,0.01,FALSE,0.35,0.34,0.37,,,,,1,
prot.4220,Q86T13,Q86T13,14,38254000,38256093,ENSG00000176435,CLEC14A,7,6,38.76,12.44,0.58,7,6,29.57,12.25,0.50,11.00,38.76,12.44,0.58,12.46,9.40,15.37,0.71,0.00,FALSE,0.19,0.19,0.20,CLEC14A_45075,0.19,seq.26326.7,0.26,,
prot.4221,Q86TB9,Q86TB9,11,59636716,59669037,ENSG00000166889,PATL1,6,6,4.38,12.36,0.52,6,6,31.22,12.06,0.53,22.00,4.38,12.36,0.52,12.39,9.86,13.97,1.00,0.00,FALSE,0.18,0.17,0.18,,,,,,
prot.4222,Q86TD4,Q86TD4,16,4189374,4242080,ENSG00000185739,SRL,1,1,93.60,10.86,0.57,1,1,NA,NA,NA,NA,93.60,10.86,0.57,10.80,9.17,12.41,0.23,0.00,FALSE,NA,NA,NA,,,seq.10940.25,0.13,,
prot.4223,Q86TI2-2,Q86TI2,19,4674341,4724673,ENSG00000142002,DPP9,22,22,1.11,12.43,0.45,22,22,23.85,12.40,0.35,22.00,1.11,12.43,0.45,12.46,10.17,13.96,0.96,0.00,FALSE,0.07,0.06,0.07,,,seq.31252.43,-0.15,,
prot.4224,Q86TL0,Q86TL0,19,10543895,10553418,ENSG00000130734,ATG4D,6,6,3.41,11.81,0.49,6,6,20.80,11.79,0.33,22.00,3.41,11.81,0.49,11.85,9.47,13.25,1.00,0.01,FALSE,0.19,0.18,0.19,,,,,,
prot.4225,Q86TM6;Q86TM6-3,Q86TM6,11,65121780,65134532,ENSG00000162298,SYVN1,6,6,8.42,12.51,0.59,6,6,40.83,12.29,0.65,21.00,8.42,12.51,0.59,12.54,9.45,15.30,1.00,0.00,FALSE,0.14,0.14,0.14,,,,,,
prot.4226,Q86TP1,Q86TP1,1,151008420,151035713,ENSG00000143363,PRUNE1,22,22,0.00,14.78,0.64,20,20,21.21,14.65,0.29,22.00,0.00,14.88,0.64,14.93,10.05,17.56,0.95,0.01,FALSE,0.44,0.44,0.44,,,,,1,
prot.4227,Q86TU7,Q86TU7,14,99397748,99480889,ENSG00000183576,SETD3,20,17,0.97,12.55,0.50,20,17,22.40,12.36,0.30,22.00,0.97,12.55,0.50,12.58,9.83,14.56,0.99,0.01,FALSE,0.56,0.55,0.56,,,seq.24260.4,0.74,,
prot.4228,Q86TV6,Q86TV6,14,90524564,90816479,ENSG00000165914,TTC7B,37,37,0.21,13.44,0.55,37,37,19.09,13.25,0.28,22.00,0.21,13.44,0.55,13.48,9.32,15.48,1.00,0.01,FALSE,0.35,0.34,0.36,,,,,1,
prot.4229,Q86TX2,Q86TX2,14,73537143,73543796,ENSG00000184227,ACOT1,3,3,1.18,13.61,0.66,2,2,61.35,10.32,0.96,5.00,72.23,10.61,0.76,10.69,8.24,12.67,0.92,0.00,FALSE,0.09,0.09,0.09,,,seq.25874.69,0.00,,
prot.423,A0A7P0TAW3;P55072,P55072,9,35053928,35072668,ENSG00000165280,VCP,77,76,0.00,14.86,0.60,77,76,14.92,14.74,0.21,22.00,0.00,14.86,0.60,14.90,10.94,16.84,0.98,0.01,FALSE,0.48,0.48,0.49,,,seq.25033.194,0.58,1,
prot.4230,Q86TY3,Q86TY3,14,57999735,58298139,ENSG00000139971,ARMH4,2,2,12.53,12.50,0.67,1,1,NA,NA,NA,NA,94.22,10.39,0.59,10.46,8.76,12.15,0.90,0.00,FALSE,NA,NA,NA,,,seq.34102.99,0.06,,
prot.4231,Q86U17,Q86U17,14,94442464,94452800,ENSG00000186910,SERPINA11,18,18,0.00,12.76,0.40,14,14,31.41,12.21,0.44,22.00,0.35,12.59,0.43,12.61,10.80,15.53,1.00,0.00,FALSE,0.40,0.39,0.41,SERPINA11_45254,0.28,seq.9002.36,0.48,,
prot.4232,Q86U28,Q86U28,14,74493756,74497106,ENSG00000165898,ISCA2,5,4,5.85,12.75,0.54,5,4,29.03,12.65,0.42,21.00,5.85,12.75,0.54,12.80,9.59,14.44,0.99,0.00,FALSE,0.13,0.12,0.13,ISCA2_41346,-0.01,,,,
prot.4233,Q86UB9;Q86UB9-2,Q86UB9,11,87037844,87328824,ENSG00000166575,TMEM135,2,2,72.44,12.01,0.63,2,2,33.96,12.18,0.49,3.00,72.44,12.01,0.63,12.04,9.76,13.65,0.98,0.00,FALSE,0.08,0.08,0.08,,,,,,
prot.4234,Q86UD1,Q86UD1,11,120211032,120230334,ENSG00000184232,OAF,9,9,0.00,14.29,0.30,5,5,12.42,14.57,0.18,22.00,0.00,14.69,0.30,14.69,13.34,15.58,0.99,0.00,TRUE,0.50,0.48,0.50,OAF_45206,0.46,seq.6414.8,0.62,,
prot.4235,Q86UE4,Q86UE4,8,97644184,97730260,ENSG00000147649,MTDH,28,28,0.00,13.82,0.66,26,26,20.62,13.69,0.29,22.00,0.00,13.84,0.66,13.87,8.91,16.78,0.49,0.01,FALSE,0.47,0.46,0.48,MTDH_43993,0.61,seq.26191.25,0.36,1,
prot.4236,Q86UF1,Q86UF1,7,129144707,129169699,ENSG00000158457,TSPAN33,8,8,0.21,14.30,0.59,7,7,20.70,14.06,0.31,22.00,0.21,14.25,0.60,14.29,10.10,16.38,1.00,0.01,FALSE,0.27,0.26,0.28,,,,,1,
prot.4237,Q86UK0,Q86UK0,2,214931542,215138626,ENSG00000144452,ABCA12,21,17,9.81,15.15,0.57,19,15,16.24,15.14,0.23,22.00,9.88,15.16,0.57,15.16,13.01,17.79,1.00,0.00,FALSE,0.24,0.24,0.26,,,,,,
prot.4238,Q86UL3,Q86UL3,8,41577187,41625001,ENSG00000158669,GPAT4,8,8,3.41,12.64,0.57,8,8,29.44,12.60,0.39,21.00,3.41,12.64,0.57,12.69,10.13,14.45,0.98,0.01,FALSE,0.16,0.16,0.17,,,,,,
prot.4239,Q86UP2,Q86UP2,14,55559072,55701526,ENSG00000126777,KTN1,82,81,0.14,12.61,0.53,75,74,16.75,12.26,0.25,22.00,0.21,12.59,0.52,12.62,8.86,14.84,0.99,0.01,FALSE,0.28,0.26,0.29,,,,,,
prot.424,A0A7P0TBE2;P10515,P10515,11,112025033,112064404,ENSG00000150768,DLAT,24,24,0.21,13.80,0.61,22,22,19.75,13.62,0.28,22.00,0.28,13.79,0.61,13.84,8.99,15.82,1.00,0.01,FALSE,0.42,0.41,0.42,,,seq.20185.44,0.42,1,
prot.4240,Q86UT6,Q86UT6,11,119166568,119184016,ENSG00000160703,NLRX1,44,43,0.21,13.84,0.68,25,24,20.42,13.52,0.29,22.00,0.21,13.81,0.70,13.85,9.55,16.31,0.56,0.01,FALSE,0.44,0.43,0.44,,,,,1,
prot.4241,Q86UX7;Q86UX7-2,Q86UX7,11,64205926,64223896,ENSG00000149781,FERMT3,86,83,0.00,17.45,0.58,83,80,22.46,17.41,0.29,22.00,0.00,17.49,0.58,17.52,13.19,19.75,0.99,0.02,FALSE,0.57,0.56,0.57,,,seq.12599.10,0.66,1,
prot.4242,Q86UY8,Q86UY8,12,103770453,103841234,ENSG00000111696,NT5DC3,19,19,26.17,12.79,1.08,19,19,NA,13.89,NA,1.00,26.17,12.79,1.08,12.63,9.49,15.95,0.99,0.00,TRUE,NA,NA,NA,,,seq.9126.171,0.59,,
prot.4243,Q86V21,Q86V21,12,125065434,125143333,ENSG00000081760,AACS,9,9,24.29,11.96,0.63,9,9,43.45,11.68,0.60,15.00,24.29,11.96,0.63,12.01,9.40,14.81,1.00,0.00,FALSE,0.21,0.20,0.21,,,seq.21515.61,0.28,,
prot.4244,Q86V85,Q86V85,13,94601857,94634661,ENSG00000152749,GPR180,7,7,2.37,12.25,0.55,7,7,26.93,11.87,0.41,22.00,2.37,12.25,0.55,12.29,10.17,14.23,0.98,0.00,FALSE,0.15,0.15,0.15,,,,,,
